dataset,fusion,family,framing,rule,dev_ndcg,pred_std,beats_constant,vs_constant,pred_mean,alpha_const,vs_constant_ci_lo,vs_constant_ci_hi,sig_vs_constant,cal_minus_raw,cal_vs_raw_ci_lo,cal_vs_raw_ci_hi,sig_cal_vs_raw
msmarco,score-minmax,reference,constant,-,0.40488380193710327,0.0,False,0.0,,,,,,,,,
msmarco,score-minmax,reference,oracle,-,0.5040342211723328,0.0,True,0.09915041923522949,,,,,,,,,
msmarco,score-minmax,lightgbm,regression,raw,0.4056282639503479,0.06328683325812226,True,0.0007444637594744563,0.16738100190831443,0.25,-0.0007503263259422965,0.002141652948921546,False,,,,
msmarco,score-minmax,lightgbm,regression,calibrated,0.4055761992931366,0.08930620919033992,True,0.0006923681939952075,0.2739180009789765,0.25,-0.0005699995483155362,0.001928394049173221,False,-5.209561641095206e-05,-0.0016658197506330906,0.0015447824785951524,False
msmarco,score-minmax,lightgbm,binary,raw,0.4009493291378021,0.06280085003168044,False,-0.003934522159397602,0.11442887902841682,0.25,-0.005895550537388772,-0.0021589684940408927,True,,,,
msmarco,score-minmax,lightgbm,binary,calibrated,0.4039252698421478,0.10849608856635178,False,-0.0009585490915924311,0.26467000048607586,0.25,-0.002204819378675893,0.00047756572821526765,False,0.002975973067805171,0.001033164546242915,0.00492049983004108,True
msmarco,score-minmax,lightgbm,multibin,raw,0.4056282341480255,0.055928664296204245,True,0.0007444169605150819,0.16364864152437236,0.25,-0.0006586881529074163,0.0020703064743429417,False,,,,
msmarco,score-minmax,lightgbm,multibin,calibrated,0.4017980098724365,0.1294814651183263,False,-0.0030858193058520555,0.2881479992710054,0.25,-0.00456839210819453,-0.001469617843395099,True,-0.0038302361499518156,-0.005526329029817134,-0.0020334452099632474,True
msmarco,score-minmax,xgboost,regression,raw,0.4053887128829956,0.06602332418445618,True,0.0005049026221968234,0.16708344705505296,0.25,-0.000988302906625904,0.0019239955436205491,False,,,,
msmarco,score-minmax,xgboost,regression,calibrated,0.4072110950946808,0.11320907808781862,True,0.002327253809198737,0.2406705016054213,0.25,0.0008119655656628311,0.003816286014625802,True,0.0018223512452095747,0.0003565246952348389,0.0032949922198895363,True
msmarco,score-minmax,xgboost,binary,raw,0.40264150500297546,0.046626487241008804,False,-0.0022423292975872755,0.13103988574631512,0.25,-0.003896344790700823,-0.0006682196893962113,True,,,,
msmarco,score-minmax,xgboost,binary,calibrated,0.404270201921463,0.08234716856489602,False,-0.0006135991425253451,0.2613925019308925,0.25,-0.0019054932286962866,0.0006860227906145155,False,0.0016287298640236259,-0.00024669234553584827,0.003460525360424071,False
msmarco,score-minmax,xgboost,multibin,raw,0.407588928937912,0.05394484312201913,True,0.0027051123324781656,0.21427806811024902,0.25,0.0016347315133316443,0.003755113534862175,True,,,,
msmarco,score-minmax,xgboost,multibin,calibrated,0.40489715337753296,0.12766041654174864,True,1.3336133633856662e-05,0.25569200121983887,0.25,-0.0014562545344233512,0.001459379240986891,False,-0.0026917762588709593,-0.004006289597600699,-0.0013823829940520227,True
msmarco,score-minmax,hist_gbdt,regression,raw,0.40517276525497437,0.10007709831251412,True,0.00028895388823002577,0.19812798425073502,0.25,-0.0011750538309570403,0.0017633701005252073,False,,,,
msmarco,score-minmax,hist_gbdt,regression,calibrated,0.4052538275718689,0.1146301847769037,True,0.0003700025554280728,0.2548960031401366,0.25,-0.0010977048019412904,0.0018843034689780321,False,8.104875450953841e-05,-0.001260609203018248,0.0016850134590640662,False
msmarco,score-minmax,hist_gbdt,binary,raw,0.3988202214241028,0.08447339969597757,False,-0.00606359401717782,0.10668838357709906,0.25,-0.008126844186335802,-0.0040994629845954485,True,,,,
msmarco,score-minmax,hist_gbdt,binary,calibrated,0.4043511748313904,0.04690325395135699,False,-0.0005326606915332377,0.2641725015215576,0.25,-0.0014482438302366063,0.00031020716851344306,False,0.005530932918190956,0.003486580029129982,0.007589555857703089,True
msmarco,score-minmax,hist_gbdt,multibin,raw,0.4040760397911072,0.05420635305929975,False,-0.000807822507340461,0.14862273679890645,0.25,-0.0023621559608727693,0.0005775150333647615,False,,,,
msmarco,score-minmax,hist_gbdt,multibin,calibrated,0.4053604304790497,0.08784880226792462,True,0.0004766142228618264,0.2509964992310852,0.25,-0.0008105210712528787,0.0017120307253208008,False,0.0012844367884099483,-0.0002809261277434416,0.0029585355136077843,False
msmarco,score-minmax,random_forest,regression,raw,0.4056991934776306,0.06149330670409708,True,0.0008153878152370453,0.17911646716651353,0.25,-0.0005413431877968833,0.0021065512555651362,False,,,,
msmarco,score-minmax,random_forest,regression,calibrated,0.40682315826416016,0.11404062468280939,True,0.0019393381662666798,0.2300075007312,0.25,0.0003316516915219836,0.0035019272181671113,True,0.0011239504674449563,-0.00021815888576384168,0.0024846708285622297,False
msmarco,score-minmax,random_forest,binary,raw,0.40253502130508423,0.07495293278330159,False,-0.0023487815633416176,0.14179789511898552,0.25,-0.004132273339200765,-0.0007060745061608034,True,,,,
msmarco,score-minmax,random_forest,binary,calibrated,0.4038790762424469,0.06612917956419277,False,-0.0010047495597973466,0.26174700045734645,0.25,-0.002129055792465806,0.00022786436093156183,False,0.0013440318871289492,-0.00041258802157244644,0.003159697074443102,False
msmarco,score-minmax,random_forest,multibin,raw,0.40587717294692993,0.057810693534171266,True,0.0009933309629559517,0.1812545456166805,0.25,-0.00031933179052430206,0.0022331967367790638,False,,,,
msmarco,score-minmax,random_forest,multibin,calibrated,0.4065815806388855,0.1086284675363352,True,0.0016977873165160418,0.24242600020058452,0.25,0.0002566350878623781,0.0031489894725382325,True,0.0007044562371447682,-0.000612285133684054,0.002072454342851415,False
msmarco,score-minmax,extra_trees,regression,raw,0.4059339761734009,0.06327803273766376,True,0.0010501525830477476,0.18986314941944424,0.25,-0.00021908835988142524,0.0023249429068528116,False,,,,
msmarco,score-minmax,extra_trees,regression,calibrated,0.4070448577404022,0.11053321664603656,True,0.0021610285621136427,0.2318555014628917,0.25,0.0006327965485979803,0.0035669455130118875,True,0.0011108758626505733,-0.00018028953963948878,0.0023309098265599454,False
msmarco,score-minmax,extra_trees,binary,raw,0.4024569094181061,0.07604547082821606,False,-0.0024269057903438807,0.1471171222381536,0.25,-0.004169121093582362,-0.0007678772817598658,True,,,,
msmarco,score-minmax,extra_trees,binary,calibrated,0.4049913287162781,0.08266286899107066,True,0.00010751395166153088,0.27234850307926534,0.25,-0.0009837419725954532,0.0012812269618734716,False,0.002534419996663928,0.0006886278715683147,0.00432196290930733,True
msmarco,score-minmax,extra_trees,multibin,raw,0.40593475103378296,0.0546189262733047,True,0.001050946768373251,0.1792334644574186,0.25,-0.000239622560548014,0.002326629107119515,False,,,,
msmarco,score-minmax,extra_trees,multibin,calibrated,0.4068101942539215,0.10340871380159476,True,0.0019264033762738109,0.2415565015465021,0.25,0.0005084799122414552,0.0032323312188964333,True,0.0008754566079005599,-0.0005064316326752305,0.002231719042174518,False
msmarco,score-minmax,elasticnet,regression,raw,0.40569832921028137,0.056345946455755844,True,0.0008145446772687137,0.16641357816135663,0.25,-0.0005924022785620764,0.0021568230993580066,False,,,,
msmarco,score-minmax,elasticnet,regression,calibrated,0.4057633876800537,0.08502131337532,True,0.0008795592584647238,0.25336400249823926,0.25,-0.0002860775261069648,0.0020450362178962675,False,6.501445750473067e-05,-0.0013932380155893044,0.0014903077564667909,False
msmarco,score-minmax,logreg,binary,raw,0.40488380193710327,8.326672684688674e-17,False,0.0,0.24664772891653403,0.25,0.0,0.0,False,,,,
msmarco,score-minmax,logreg,binary,calibrated,0.4046681523323059,0.0,False,-0.0002156438131351024,0.27000001072883606,0.25,-0.000873217306798324,0.00046720231694052916,False,-0.0002156438131351024,-0.000873217306798324,0.00046720231694052916,False
msmarco,score-minmax,logreg,multibin,raw,0.40568655729293823,0.05828581178301152,True,0.0008027094881981611,0.16354808881403923,0.25,-0.0006314411395578645,0.0021921049978118386,False,,,,
msmarco,score-minmax,logreg,multibin,calibrated,0.40625694394111633,0.09156536705047742,True,0.0013731119688600302,0.2453509989477694,0.25,3.754211170416967e-05,0.002679126930888742,True,0.0005704025970771909,-0.000765426762518473,0.0019666270178277045,False
