dataset,fusion,family,framing,rule,dev_ndcg,pred_std,beats_constant,vs_constant,pred_mean,alpha_const,vs_constant_ci_lo,vs_constant_ci_hi,sig_vs_constant,cal_minus_raw,cal_vs_raw_ci_lo,cal_vs_raw_ci_hi,sig_cal_vs_raw
fever,score-minmax,reference,constant,-,0.7447834610939026,0.0,False,0.0,,,,,,,,,
fever,score-minmax,reference,oracle,-,0.8205901384353638,0.0,True,0.07580667734146118,,,,,,,,,
fever,score-minmax,lightgbm,regression,raw,0.7047079205513,0.10115360025448226,False,-0.040075596421957016,0.35473525721594673,0.5899999737739563,-0.044932506419718264,-0.035547602269798514,True,,,,
fever,score-minmax,lightgbm,regression,calibrated,0.7570343613624573,0.13629686984087322,True,0.012250893749296665,0.5881338155809694,0.5899999737739563,0.009651288483291864,0.015019994042813777,True,0.05232648923993111,0.04791103452444077,0.05706156147643924,True
fever,score-minmax,lightgbm,binary,raw,0.681422770023346,0.13960875449376897,False,-0.06336064636707306,0.30650658540962783,0.5899999737739563,-0.06923121195286512,-0.057779034692794086,True,,,,
fever,score-minmax,lightgbm,binary,calibrated,0.7540848851203918,0.09612797436117451,True,0.009301433339715004,0.5629763019682229,0.5899999737739563,0.006920374266337603,0.011696722614578903,True,0.07266208529472351,0.06741138957440854,0.07824962511658669,True
fever,score-minmax,lightgbm,multibin,raw,0.7384631037712097,0.18873190831266293,False,-0.006320376414805651,0.5917941794180342,0.5899999737739563,-0.009988817130215466,-0.0027341515233274554,True,,,,
fever,score-minmax,lightgbm,multibin,calibrated,0.7569562196731567,0.12460738304322684,True,0.01217267569154501,0.5769921890025449,0.5899999737739563,0.00955716969911009,0.014943768456578254,True,0.018493052572011948,0.015096957958303393,0.022159857442602515,True
fever,score-minmax,xgboost,regression,raw,0.7045066952705383,0.10250191321497112,False,-0.04027676582336426,0.35629734019934683,0.5899999737739563,-0.04508774969726801,-0.035648257657885554,True,,,,
fever,score-minmax,xgboost,regression,calibrated,0.756801426410675,0.13017257114963926,True,0.012017983011901379,0.5973672396270069,0.5899999737739563,0.009496870497241617,0.014518815861083566,True,0.05229474976658821,0.047842619754374024,0.05703065795823932,True
fever,score-minmax,xgboost,binary,raw,0.6800185441970825,0.13289194089233364,False,-0.06476493179798126,0.30642011941447206,0.5899999737739563,-0.07042376939207315,-0.05916213318705559,True,,,,
fever,score-minmax,xgboost,binary,calibrated,0.7549176812171936,0.10849189565175647,True,0.010134147480130196,0.5832358215248982,0.5899999737739563,0.007732155080884695,0.012605468323454258,True,0.07489906996488571,0.06948115788400173,0.08080627098679542,True
fever,score-minmax,xgboost,multibin,raw,0.7212536931037903,0.034978661097815396,False,-0.023529792204499245,0.43876444423571787,0.5899999737739563,-0.02778764208778739,-0.019636115944013,True,,,,
fever,score-minmax,xgboost,multibin,calibrated,0.7566525340080261,0.12987631771272784,True,0.011869081296026707,0.5965451570448488,0.5899999737739563,0.009140703873708845,0.014558076742105186,True,0.03539887070655823,0.03132473547011614,0.03934666095301509,True
fever,score-minmax,hist_gbdt,regression,raw,0.7034317851066589,0.10906381571693817,False,-0.041351765394210815,0.3533844790818258,0.5899999737739563,-0.04622670533135533,-0.03698169738054276,True,,,,
fever,score-minmax,hist_gbdt,regression,calibrated,0.7553401589393616,0.13788192459607526,True,0.010556710883975029,0.6108160786824722,0.5899999737739563,0.007936097867786884,0.013140253792516886,True,0.05190848186612129,0.047206183057278396,0.05688941376283765,True
fever,score-minmax,hist_gbdt,binary,raw,0.6776456236839294,0.15626202695840757,False,-0.06713786721229553,0.3010484651767763,0.5899999737739563,-0.07305592503398657,-0.061831860803067684,True,,,,
fever,score-minmax,hist_gbdt,binary,calibrated,0.7522215843200684,0.12735448796143747,True,0.0074380915611982346,0.591056102626931,0.5899999737739563,0.004727698036003858,0.010038310382515191,True,0.07457596808671951,0.06915229428559541,0.08046801183372736,True
fever,score-minmax,hist_gbdt,multibin,raw,0.6822866797447205,0.10858305579420452,False,-0.06249680370092392,0.3095887727236416,0.5899999737739563,-0.0682224377989769,-0.05732847927138209,True,,,,
fever,score-minmax,hist_gbdt,multibin,calibrated,0.7563877701759338,0.11798750460803598,True,0.011604388244450092,0.5648664801534933,0.5899999737739563,0.008976509049534797,0.014147226861678063,True,0.07410119473934174,0.06933029424399137,0.079663179628551,True
fever,score-minmax,random_forest,regression,raw,0.70100998878479,0.0909289918015616,False,-0.04377346858382225,0.35309011975536214,0.5899999737739563,-0.04860036559402943,-0.039162018429487945,True,,,,
fever,score-minmax,random_forest,regression,calibrated,0.7552566528320312,0.10316284897160088,True,0.010473230853676796,0.5705490598101319,0.5899999737739563,0.008042389084585011,0.012800923944450916,True,0.054246701300144196,0.049932434037327764,0.059074923023581506,True
