dataset,fusion,family,framing,rule,dev_ndcg,pred_std,beats_constant,vs_constant,pred_mean,alpha_const,vs_constant_ci_lo,vs_constant_ci_hi,sig_vs_constant,cal_minus_raw,cal_vs_raw_ci_lo,cal_vs_raw_ci_hi,sig_cal_vs_raw
hotpotqa,score-minmax,reference,constant,-,0.6911650896072388,0.0,False,0.0,,,,,,,,,
hotpotqa,score-minmax,reference,oracle,-,0.7387694716453552,0.0,True,0.047604382038116455,,,,,,,,,
hotpotqa,score-minmax,lightgbm,regression,raw,0.66015625,0.06670702912431119,False,-0.031008878722786903,0.4758596530892775,0.6700000166893005,-0.03433267334476113,-0.027702403208240866,True,,,,
hotpotqa,score-minmax,lightgbm,regression,calibrated,0.6972642540931702,0.07803400882908158,True,0.006099169608205557,0.669170188328225,0.6700000166893005,0.00444194971350953,0.007710151129867881,True,0.03710804879665375,0.03388954596593976,0.04048071261495352,True
hotpotqa,score-minmax,lightgbm,binary,raw,0.6633902788162231,0.10250734298847705,False,-0.02777484990656376,0.4919361844516535,0.6700000166893005,-0.03111101402901113,-0.02440071157179773,True,,,,
hotpotqa,score-minmax,lightgbm,binary,calibrated,0.6945955753326416,0.07717401455883992,True,0.0034304626751691103,0.6783348539892371,0.6700000166893005,0.0017882867483422161,0.005209314054809511,True,0.031205307692289352,0.028020075289532542,0.03444145312532782,True
hotpotqa,score-minmax,lightgbm,multibin,raw,0.6573511362075806,0.051021751540596065,False,-0.0338139571249485,0.4753073483753519,0.6700000166893005,-0.03715798128396273,-0.0304214125033468,True,,,,
hotpotqa,score-minmax,lightgbm,multibin,calibrated,0.6965469121932983,0.07875086043136958,True,0.0053818016313016415,0.6671984703339019,0.6700000166893005,0.0037363727344200013,0.00713474937947467,True,0.03919576108455658,0.0359452947974205,0.042403596080839635,True
hotpotqa,score-minmax,xgboost,regression,raw,0.6607464551925659,0.07708308003359754,False,-0.03041866049170494,0.4743066742349083,0.6700000166893005,-0.03382261414080858,-0.027028121799230576,True,,,,
hotpotqa,score-minmax,xgboost,regression,calibrated,0.6965804696083069,0.0881638799625133,True,0.005415339954197407,0.670225817784708,0.6700000166893005,0.0036940735357347877,0.007102597958873957,True,0.03583399951457977,0.03253343878313899,0.03895487505942583,True
