config,n_features,max_cost,dev_ndcg,diff_vs_best,tied_with_best,pred_std,chosen
oracle,0,0,0.7387694716453552,0.040516823530197144,False,0.0,False
f10|logreg|multibin,10,3,0.6982526779174805,0.0,True,0.08374137943685664,False
f10|extra_trees|multibin,10,3,0.6977115869522095,-0.0005410823505371809,True,0.08692594182102144,False
f3|logreg|multibin,3,2,0.6974568963050842,-0.0007957188063301146,True,0.08701452539244592,True
f31|lightgbm|regression,31,3,0.6974539756774902,-0.0007987175486050546,True,0.08946867598934248,False
f3|elasticnet|regression,3,2,0.6971966624259949,-0.0010560343507677317,True,0.08294084136001281,False
f10|elasticnet|regression,10,3,0.6971067190170288,-0.00114596844650805,False,0.07958527909139507,False
f10|extra_trees|regression,10,3,0.6970570087432861,-0.0011956377420574427,True,0.08547705120789334,False
f3|extra_trees|multibin,3,2,0.6969844102859497,-0.0012682669330388308,False,0.08744449889255065,False
f31|elasticnet|regression,31,3,0.6969076991081238,-0.001344988588243723,False,0.08362873942065846,False
f31|catboost|regression,31,3,0.6969068050384521,-0.0013458735775202513,False,0.0846046804289101,False
f10|catboost|multibin,10,3,0.6968922019004822,-0.0013605053536593914,False,0.07534395727840097,False
f31|xgboost|multibin,31,3,0.6968356370925903,-0.0014170462964102626,False,0.08573191451709236,False
f10|xgboost|multibin,10,3,0.6967997550964355,-0.0014529481995850801,False,0.08763551593914334,False
f31|random_forest|multibin,31,3,0.6967503428459167,-0.0015023198211565614,False,0.08072293432047563,False
f31|extra_trees|multibin,31,3,0.6967410445213318,-0.001511674840003252,False,0.07762865141721297,False
f10|catboost|regression,10,3,0.696739137172699,-0.0015135060530155897,False,0.07553329632923135,False
f31|logreg|multibin,31,3,0.6967350840568542,-0.0015175953740254045,False,0.0989178561288667,False
f5|extra_trees|multibin,5,2,0.6967208981513977,-0.0015318033983930945,False,0.0933090470606715,False
f31|catboost|multibin,31,3,0.6967131495475769,-0.0015395197551697493,False,0.08280412723470279,False
f3|extra_trees|regression,3,2,0.6966462135314941,-0.0016064966330304742,False,0.090858374312934,False
f3|catboost|multibin,3,2,0.6966401934623718,-0.0016125082038342953,False,0.08304450738018278,False
f10|random_forest|multibin,10,3,0.6965699791908264,-0.0016826778883114457,False,0.0784480128652519,False
f10|lightgbm|regression,10,3,0.6965488791465759,-0.0017037828220054507,False,0.07939620308719347,False
f31|lightgbm|multibin,31,3,0.6965469121932983,-0.0017057599034160376,False,0.07875086043136958,False
f31|extra_trees|regression,31,3,0.6965368986129761,-0.0017157525289803743,False,0.08463585595781865,False
f5|elasticnet|regression,5,2,0.6965254545211792,-0.0017271775286644697,False,0.09691337223849623,False
f5|logreg|multibin,5,2,0.6965242028236389,-0.0017284851055592299,False,0.09499278959475933,False
f10|lightgbm|multibin,10,3,0.6964908838272095,-0.0017618181882426143,False,0.07831282587747825,False
f5|extra_trees|regression,5,2,0.6964631676673889,-0.001789473695680499,False,0.0908196916107507,False
f10|xgboost|regression,10,3,0.6964203119277954,-0.0018323675030842423,False,0.0704761387696017,False
f10|extra_trees|binary,10,3,0.6963131427764893,-0.001939554000273347,False,0.08105764298248405,False
f3|random_forest|regression,3,2,0.6962898373603821,-0.0019628535956144333,False,0.08016629306955429,False
f10|random_forest|regression,10,3,0.6962777376174927,-0.00197495985776186,False,0.07830049199942693,False
f31|hist_gbdt|multibin,31,3,0.6962483525276184,-0.0020042865071445704,False,0.08217285451123119,False
f10|catboost|binary,10,3,0.6962257027626038,-0.002026981906965375,False,0.0758228900817806,False
f5|xgboost|regression,5,2,0.6962193250656128,-0.00203336332924664,False,0.08127644082715667,False
f5|extra_trees|binary,5,2,0.6962013244628906,-0.0020513758063316345,False,0.07076188455188062,False
f3|catboost|regression,3,2,0.6961939334869385,-0.002058702986687422,False,0.07221198838720468,False
f5|xgboost|multibin,5,2,0.6961827278137207,-0.0020699226297438145,False,0.09250382240123554,False
f3|lightgbm|regression,3,2,0.6961540579795837,-0.002098641125485301,False,0.0892365281092274,False
f31|extra_trees|binary,31,3,0.6961459517478943,-0.0021067399065941572,False,0.07701618393091,False
f3|xgboost|regression,3,2,0.6961276531219482,-0.002125002443790436,False,0.07580869563208474,False
f3|logreg|binary,3,2,0.6960893273353577,-0.0021633687429130077,False,0.08798409242285414,False
f10|xgboost|binary,10,3,0.6959955096244812,-0.0022572174202650785,False,0.07610200518269492,False
f31|random_forest|regression,31,3,0.6959800720214844,-0.002272606361657381,False,0.07755366191565241,False
f5|catboost|regression,5,2,0.6959605813026428,-0.002292107790708542,False,0.07704810886209956,False
f5|random_forest|regression,5,2,0.6959376931190491,-0.0023150253109633923,False,0.07448500270679125,False
f3|random_forest|multibin,3,2,0.6959224343299866,-0.0023302463814616203,False,0.08165769783601,False
f5|lightgbm|regression,5,2,0.6959007978439331,-0.0023518449161201715,False,0.057156234377123895,False
f3|xgboost|multibin,3,2,0.6958990097045898,-0.002353609073907137,False,0.08893538985635162,False
f5|random_forest|multibin,5,2,0.6958701014518738,-0.00238263001665473,False,0.07303653492412875,False
f3|lightgbm|multibin,3,2,0.6957935094833374,-0.002459170063957572,False,0.07906467389059664,False
f3|catboost|binary,3,2,0.6957844495773315,-0.002468241611495614,False,0.0739539463845844,False
f31|xgboost|regression,31,3,0.6957799196243286,-0.0024727939162403345,False,0.09052593002445497,False
f5|catboost|multibin,5,2,0.6957756876945496,-0.002477026078850031,False,0.08103543460850136,False
f10|hist_gbdt|regression,10,3,0.6957650184631348,-0.0024876182433217764,False,0.07735364998829401,False
f31|hist_gbdt|regression,31,3,0.6957228183746338,-0.0025298406835645437,False,0.07665831287968401,False
f5|catboost|binary,5,2,0.6956989169120789,-0.00255379406735301,False,0.06901684583354403,False
f31|catboost|binary,31,3,0.6956493258476257,-0.00260336184874177,False,0.07455273488844052,False
f5|lightgbm|multibin,5,2,0.6956126093864441,-0.002640016144141555,False,0.07740439124018199,False
f10|random_forest|binary,10,3,0.6953689455986023,-0.002883752342313528,False,0.08652030103725501,False
f3|random_forest|binary,3,2,0.6952921748161316,-0.0029604872688651085,False,0.07367194408064073,False
f3|xgboost|binary,3,2,0.6952463388442993,-0.0030063490848988295,False,0.08442962224696654,False
f3|extra_trees|binary,3,2,0.6952217817306519,-0.0030308726709336042,False,0.08689328168013101,False
f5|random_forest|binary,5,2,0.6951767206192017,-0.0030759968794882298,False,0.07382557326157879,False
f10|hist_gbdt|multibin,10,3,0.6951678395271301,-0.003084890777245164,False,0.06425324796384213,False
f31|logreg|binary,31,3,0.6951207518577576,-0.0031319749541580677,False,0.09560080472947217,False
f5|xgboost|binary,5,2,0.6950253844261169,-0.0032272899989038706,False,0.06825460220192679,False
f31|random_forest|binary,31,3,0.6950172185897827,-0.003235427662730217,False,0.07274064302475496,False
f5|lightgbm|binary,5,2,0.6950166821479797,-0.0032359682954847813,False,0.08006308514612284,False
f5|hist_gbdt|multibin,5,2,0.6948845386505127,-0.0033681290224194527,False,0.07846581822078459,False
f5|logreg|binary,5,2,0.6948561072349548,-0.0033965096808969975,False,0.06627173398530097,False
f3|hist_gbdt|multibin,3,2,0.6948349475860596,-0.003417671425268054,False,0.07356382915455022,False
f10|lightgbm|binary,10,3,0.6948110461235046,-0.0034416664857417345,False,0.06867194374463984,False
f31|xgboost|binary,31,3,0.6947622299194336,-0.003490466857329011,False,0.09921543540411568,False
f3|hist_gbdt|regression,3,2,0.6947168111801147,-0.003535833675414324,False,0.08338034991433926,False
f31|mlp|binary,31,3,0.6946839094161987,-0.0035687091294676065,False,0.07573714451123333,False
f31|lightgbm|binary,31,3,0.6945955753326416,-0.003657098626717925,False,0.07717401455883992,False
f10|mlp|binary,10,3,0.6945385932922363,-0.0037141037173569202,False,0.06776908671385173,False
f3|mlp|regression,3,2,0.6945335865020752,-0.003719076979905367,False,0.0675989908834945,False
f31|hist_gbdt|binary,31,3,0.694461464881897,-0.003791217925027013,False,0.0888987279433955,False
f5|hist_gbdt|regression,5,2,0.6943455934524536,-0.003907011356204748,False,0.08238962986221787,False
f3|lightgbm|binary,3,2,0.6942763924598694,-0.003976317588239908,False,0.08981709981160976,False
f10|mlp|regression,10,3,0.6942386627197266,-0.004014012403786182,False,0.08609148349501748,False
f3|mlp|binary,3,2,0.6940798163414001,-0.004172826185822487,False,0.09401400390154036,False
f5|hist_gbdt|binary,5,2,0.6939688324928284,-0.004283880814909935,False,0.04206334128011649,False
f10|logreg|binary,10,3,0.693786084651947,-0.00446664122864604,False,0.08800249098366414,False
f5|mlp|binary,5,2,0.6937406659126282,-0.004512016661465168,False,0.0662294664071229,False
f3|hist_gbdt|binary,3,2,0.693591296672821,-0.004661372862756252,False,0.07022411904435134,False
f10|mlp|multibin,10,3,0.6934986710548401,-0.004754024092108011,False,0.03694580905566375,False
f31|mlp|multibin,31,3,0.6934590339660645,-0.004793587140738964,False,0.041421677950304166,False
f31|mlp|regression,31,3,0.6934583187103271,-0.004794314969331026,False,0.05096920694305478,False
f3|mlp|multibin,3,2,0.6934566497802734,-0.004796040244400501,False,0.07895140855444882,False
f10|hist_gbdt|binary,10,3,0.6932592391967773,-0.00499344477429986,False,0.0807363282487134,False
f5|mlp|regression,5,2,0.6919907331466675,-0.006261974573135376,False,0.024933747205145445,False
f5|mlp|multibin,5,2,0.6919217705726624,-0.006330924108624458,False,0.021315443309247697,False
constant,0,0,0.6911650896072388,-0.007087561301887035,False,0.0,False
